From Date,To Date,PM10,NO2,SO2,CO,Ozone
04-06-2020 00:00,05-06-2020 00:00,72.36,26.19,7.95,0.81,None
05-06-2020 00:00,06-06-2020 00:00,61.46,17.49,8.35,0.66,None
06-06-2020 00:00,07-06-2020 00:00,92.9,17.44,8.63,0.67,None
07-06-2020 00:00,08-06-2020 00:00,78.56,17.46,7.26,0.51,None
08-06-2020 00:00,09-06-2020 00:00,32.53,17.48,7.92,0.91,None
09-06-2020 00:00,10-06-2020 00:00,81.3,17.49,8.31,0.77,None
10-06-2020 00:00,11-06-2020 00:00,80.29,17.42,7.78,0.63,None
11-06-2020 00:00,12-06-2020 00:00,66.87,18.59,7.95,0.61,None
12-06-2020 00:00,13-06-2020 00:00,33.4,17.41,7.45,0.67,None
13-06-2020 00:00,14-06-2020 00:00,79.45,17.39,8.56,0.76,None
14-06-2020 00:00,15-06-2020 00:00,47.5,17.33,8.14,0.67,None
15-06-2020 00:00,16-06-2020 00:00,76.5,17.31,7.76,0.67,None
16-06-2020 00:00,17-06-2020 00:00,90.31,17.31,8.49,0.76,None
17-06-2020 00:00,18-06-2020 00:00,88.98,17.31,8.93,0.84,None
18-06-2020 00:00,19-06-2020 00:00,79.02,17.31,8.07,0.72,None
19-06-2020 00:00,20-06-2020 00:00,83.3,17.31,7.94,0.7,None
20-06-2020 00:00,21-06-2020 00:00,66.43,17.31,8.17,0.68,None
21-06-2020 00:00,22-06-2020 00:00,67.93,17.31,7.83,0.63,None
22-06-2020 00:00,23-06-2020 00:00,58.79,17.31,8.3,0.67,None
23-06-2020 00:00,24-06-2020 00:00,70.37,17.31,7.79,0.7,None
24-06-2020 00:00,25-06-2020 00:00,111.53,17.3,7.84,0.69,None
25-06-2020 00:00,26-06-2020 00:00,72.96,17.3,8,0.71,None
26-06-2020 00:00,27-06-2020 00:00,34.58,17.28,8.3,0.63,None
27-06-2020 00:00,28-06-2020 00:00,None,None,None,None,None
28-06-2020 00:00,29-06-2020 00:00,None,None,None,None,None
29-06-2020 00:00,30-06-2020 00:00,None,None,None,None,None
30-06-2020 00:00,01-07-2020 00:00,None,None,None,None,None
01-07-2020 00:00,02-07-2020 00:00,None,None,None,None,None
02-07-2020 00:00,03-07-2020 00:00,None,None,None,None,None
03-07-2020 00:00,04-07-2020 00:00,87.03,17.86,7.78,1.27,None
04-07-2020 00:00,05-07-2020 00:00,42.11,17.3,7.56,0.8,None
05-07-2020 00:00,06-07-2020 00:00,60.5,17.31,8.01,0.64,None
06-07-2020 00:00,07-07-2020 00:00,50.95,17.43,8.02,0.87,None
07-07-2020 00:00,08-07-2020 00:00,54.07,17.75,7.58,0.84,None
08-07-2020 00:00,09-07-2020 00:00,44.21,20.3,7.3,0.77,None
09-07-2020 00:00,10-07-2020 00:00,36.63,21.72,7.53,0.73,None
10-07-2020 00:00,11-07-2020 00:00,46.81,24.35,7.21,0.87,None
11-07-2020 00:00,12-07-2020 00:00,43.43,23.46,7.29,0.86,None
12-07-2020 00:00,13-07-2020 00:00,38.84,24.75,7.1,0.72,None
13-07-2020 00:00,14-07-2020 00:00,53.03,20.31,7.41,0.78,None
14-07-2020 00:00,15-07-2020 00:00,48.44,17.39,7.57,0.69,None
15-07-2020 00:00,16-07-2020 00:00,65.4,17.36,7.96,0.59,None
16-07-2020 00:00,17-07-2020 00:00,52.72,17.36,9.4,0.49,None
17-07-2020 00:00,18-07-2020 00:00,None,None,None,None,None
18-07-2020 00:00,19-07-2020 00:00,None,None,None,None,None
19-07-2020 00:00,20-07-2020 00:00,None,None,None,None,None
20-07-2020 00:00,21-07-2020 00:00,None,None,None,None,None
21-07-2020 00:00,22-07-2020 00:00,39.12,17.37,9.27,0.74,None
22-07-2020 00:00,23-07-2020 00:00,77.83,17.36,8.38,0.84,None
23-07-2020 00:00,24-07-2020 00:00,78.51,24.77,8.09,0.61,None
24-07-2020 00:00,25-07-2020 00:00,49.16,32.45,8.3,0.65,None
25-07-2020 00:00,26-07-2020 00:00,53.76,32.42,7.94,0.61,None
26-07-2020 00:00,27-07-2020 00:00,46.22,32.48,8.3,0.57,None
27-07-2020 00:00,28-07-2020 00:00,78.64,32.42,8.97,0.65,None
28-07-2020 00:00,29-07-2020 00:00,38.07,32.46,8.23,0.58,None
29-07-2020 00:00,30-07-2020 00:00,74.17,32.44,7.94,0.63,None
30-07-2020 00:00,31-07-2020 00:00,40.23,32.43,8.12,0.7,None
31-07-2020 00:00,01-08-2020 00:00,41.2,32.43,8.24,0.63,None
01-08-2020 00:00,02-08-2020 00:00,52.62,32.44,8.52,0.79,None
02-08-2020 00:00,03-08-2020 00:00,39.55,32.46,8.33,0.59,None
03-08-2020 00:00,04-08-2020 00:00,40.45,32.46,8.58,0.73,None
04-08-2020 00:00,05-08-2020 00:00,45.43,32.46,8.58,0.55,None
05-08-2020 00:00,06-08-2020 00:00,59.1,30.34,8.36,0.74,None
06-08-2020 00:00,07-08-2020 00:00,53.14,26.69,8.46,0.75,None
07-08-2020 00:00,08-08-2020 00:00,48.22,27.03,7.8,0.81,None
08-08-2020 00:00,09-08-2020 00:00,52.68,27.24,8.51,0.58,None
09-08-2020 00:00,10-08-2020 00:00,None,None,None,None,None
10-08-2020 00:00,11-08-2020 00:00,41.62,27.64,8.14,0.66,None
11-08-2020 00:00,12-08-2020 00:00,85.14,56.46,8.4,0.73,None
12-08-2020 00:00,13-08-2020 00:00,63.19,30.09,8.44,0.66,None
13-08-2020 00:00,14-08-2020 00:00,73.48,65.72,7.92,0.59,None
14-08-2020 00:00,15-08-2020 00:00,98.4,40.15,8.61,0.73,None
15-08-2020 00:00,16-08-2020 00:00,92.42,21.81,8.19,0.73,None
16-08-2020 00:00,17-08-2020 00:00,99.53,22.49,8.48,0.69,None
17-08-2020 00:00,18-08-2020 00:00,90.23,25.67,8.26,0.79,None
18-08-2020 00:00,19-08-2020 00:00,58.38,23.42,8.28,0.65,None
19-08-2020 00:00,20-08-2020 00:00,77.71,26.41,8.28,0.67,None
20-08-2020 00:00,21-08-2020 00:00,97.5,26.64,8.49,0.73,None
21-08-2020 00:00,22-08-2020 00:00,112.69,26.51,8.32,0.72,None
22-08-2020 00:00,23-08-2020 00:00,87.72,26.43,8.72,0.67,None
23-08-2020 00:00,24-08-2020 00:00,42.26,26.53,8.12,0.69,None
24-08-2020 00:00,25-08-2020 00:00,100.08,26.66,8.55,0.72,None
25-08-2020 00:00,26-08-2020 00:00,None,25.64,8.06,0.66,None
26-08-2020 00:00,27-08-2020 00:00,68.73,25.7,8.28,0.61,None
27-08-2020 00:00,28-08-2020 00:00,80.41,25.54,8.11,0.65,None
28-08-2020 00:00,29-08-2020 00:00,77.44,25.76,8.38,0.65,None
29-08-2020 00:00,30-08-2020 00:00,97.18,25.61,8.34,None,None
30-08-2020 00:00,31-08-2020 00:00,76.85,25.45,8.37,None,None
31-08-2020 00:00,01-09-2020 00:00,77.95,25.45,8.24,None,None
01-09-2020 00:00,02-09-2020 00:00,73.84,26.21,8.39,0.99,None
02-09-2020 00:00,03-09-2020 00:00,123.68,26.28,8.14,0.56,None
03-09-2020 00:00,04-09-2020 00:00,55.56,26.2,8.12,1.03,None
04-09-2020 00:00,05-09-2020 00:00,103.8,26.16,8.69,1.31,None
05-09-2020 00:00,06-09-2020 00:00,147.82,26.2,9.5,1.22,None
06-09-2020 00:00,07-09-2020 00:00,120.73,26.07,8.49,1.21,None
07-09-2020 00:00,08-09-2020 00:00,91.31,25.88,8.59,1.3,None
08-09-2020 00:00,09-09-2020 00:00,47.14,25.82,8.61,0.35,None
09-09-2020 00:00,10-09-2020 00:00,109.88,25.89,8.54,1.31,None
10-09-2020 00:00,11-09-2020 00:00,32.42,26.06,7.81,1.1,None
11-09-2020 00:00,12-09-2020 00:00,754.42,25.37,2,1.1,None
12-09-2020 00:00,13-09-2020 00:00,None,25.77,13.71,1.33,None
13-09-2020 00:00,14-09-2020 00:00,None,25.73,23.67,1.15,None
14-09-2020 00:00,15-09-2020 00:00,79.91,25.7,9.38,1.23,None
15-09-2020 00:00,16-09-2020 00:00,38.73,25.69,35.42,1.24,None
16-09-2020 00:00,17-09-2020 00:00,49.77,25.67,14.88,1.04,None
17-09-2020 00:00,18-09-2020 00:00,120.11,25.73,7.79,1.27,None
18-09-2020 00:00,19-09-2020 00:00,117.96,25.84,8.32,0.94,None
19-09-2020 00:00,20-09-2020 00:00,113.52,25.95,7,1.3,None
20-09-2020 00:00,21-09-2020 00:00,None,None,None,None,None
21-09-2020 00:00,22-09-2020 00:00,92.15,28.16,9.05,1.1,None
22-09-2020 00:00,23-09-2020 00:00,89.08,18.11,7.82,1.23,None
23-09-2020 00:00,24-09-2020 00:00,84.53,18.49,8.5,1.15,None
24-09-2020 00:00,25-09-2020 00:00,78.97,19.27,7.72,1.34,None
25-09-2020 00:00,26-09-2020 00:00,116.29,21.03,8.1,0.2,None
26-09-2020 00:00,27-09-2020 00:00,103.23,21.75,6.56,1.22,None
27-09-2020 00:00,28-09-2020 00:00,87.36,23.48,8.31,1.26,None
28-09-2020 00:00,29-09-2020 00:00,86.08,24.08,8.47,1.3,None
29-09-2020 00:00,30-09-2020 00:00,58.32,24.44,8.06,1.63,None
30-09-2020 00:00,01-10-2020 00:00,75.16,24.34,9.73,1.23,None
01-10-2020 00:00,02-10-2020 00:00,71.23,24.8,7.65,1.22,None
02-10-2020 00:00,03-10-2020 00:00,66.57,25.24,None,1.11,None
03-10-2020 00:00,04-10-2020 00:00,89.91,25.87,None,1.4,None
04-10-2020 00:00,05-10-2020 00:00,89.04,26.57,None,1.2,None
05-10-2020 00:00,06-10-2020 00:00,94.66,27.13,None,1.27,None
06-10-2020 00:00,07-10-2020 00:00,85.06,27.07,None,1.38,None
07-10-2020 00:00,08-10-2020 00:00,74.66,26.67,None,0.49,None
08-10-2020 00:00,09-10-2020 00:00,77.29,27.23,None,1.21,None
09-10-2020 00:00,10-10-2020 00:00,76.45,27.63,None,1.3,None
10-10-2020 00:00,11-10-2020 00:00,66.69,29.32,None,1.23,None
11-10-2020 00:00,12-10-2020 00:00,None,None,None,None,None
12-10-2020 00:00,13-10-2020 00:00,None,None,None,None,None
13-10-2020 00:00,14-10-2020 00:00,None,None,None,None,None
14-10-2020 00:00,15-10-2020 00:00,None,None,None,None,None
15-10-2020 00:00,16-10-2020 00:00,None,None,None,None,None
16-10-2020 00:00,17-10-2020 00:00,119.98,17.46,None,1.33,None
17-10-2020 00:00,18-10-2020 00:00,88.9,16.4,None,1.26,None
18-10-2020 00:00,19-10-2020 00:00,58.83,16.7,None,1.16,None
19-10-2020 00:00,20-10-2020 00:00,58.47,16.9,None,1.7,None
20-10-2020 00:00,21-10-2020 00:00,75.16,17.19,None,1.15,None
21-10-2020 00:00,22-10-2020 00:00,71.31,17.99,None,1.18,None
22-10-2020 00:00,23-10-2020 00:00,88.5,17.33,None,1.33,None
23-10-2020 00:00,24-10-2020 00:00,55.36,18.06,None,1.19,None
24-10-2020 00:00,25-10-2020 00:00,None,None,None,None,None
25-10-2020 00:00,26-10-2020 00:00,None,None,None,None,None
26-10-2020 00:00,27-10-2020 00:00,None,None,None,None,None
27-10-2020 00:00,28-10-2020 00:00,145.53,16.54,None,1.25,None
28-10-2020 00:00,29-10-2020 00:00,137.67,16.77,None,1.18,None
29-10-2020 00:00,30-10-2020 00:00,111.52,16.99,None,1.18,None
30-10-2020 00:00,31-10-2020 00:00,104.88,15.87,None,1.28,None
31-10-2020 00:00,01-11-2020 00:00,104.38,16.34,None,1.08,None
01-11-2020 00:00,02-11-2020 00:00,None,None,None,None,None
02-11-2020 00:00,03-11-2020 00:00,108.43,16.69,None,1.36,None
03-11-2020 00:00,04-11-2020 00:00,93.42,16.87,None,1.2,None
04-11-2020 00:00,05-11-2020 00:00,75.54,16.89,None,1.2,None
05-11-2020 00:00,06-11-2020 00:00,87.8,17.06,None,1.23,None
06-11-2020 00:00,07-11-2020 00:00,115.33,17.62,None,1.01,None
07-11-2020 00:00,08-11-2020 00:00,115.28,19.47,None,1.14,None
08-11-2020 00:00,09-11-2020 00:00,145.34,19.32,None,1.12,None
09-11-2020 00:00,10-11-2020 00:00,171.64,19.5,None,1.25,None
10-11-2020 00:00,11-11-2020 00:00,205.8,16.21,None,1.03,None
11-11-2020 00:00,12-11-2020 00:00,157.21,16.9,None,0.65,None
12-11-2020 00:00,13-11-2020 00:00,115.71,17.78,None,1.14,None
13-11-2020 00:00,14-11-2020 00:00,88.61,17.54,None,1.38,None
14-11-2020 00:00,15-11-2020 00:00,110.86,19.76,18.14,1.2,None
15-11-2020 00:00,16-11-2020 00:00,82.17,24.69,18.83,1.13,None
16-11-2020 00:00,17-11-2020 00:00,39.34,26.26,None,0.88,None
17-11-2020 00:00,18-11-2020 00:00,62.63,26.68,None,0.9,None
18-11-2020 00:00,19-11-2020 00:00,91.34,28.09,None,0.89,None
19-11-2020 00:00,20-11-2020 00:00,108.38,26.82,None,0.87,None
20-11-2020 00:00,21-11-2020 00:00,92.19,27.05,None,0.84,None
21-11-2020 00:00,22-11-2020 00:00,119.82,26.8,None,0.94,None
22-11-2020 00:00,23-11-2020 00:00,132.49,25.79,None,0.89,None
23-11-2020 00:00,24-11-2020 00:00,117.48,26.31,None,0.91,None
24-11-2020 00:00,25-11-2020 00:00,110.49,27.83,None,0.78,None
25-11-2020 00:00,26-11-2020 00:00,94.94,28.25,None,0.85,None
26-11-2020 00:00,27-11-2020 00:00,33.34,29.16,None,0.89,None
27-11-2020 00:00,28-11-2020 00:00,28.15,28.76,None,1.88,None
28-11-2020 00:00,29-11-2020 00:00,92.15,33.04,7.6,0.35,None
29-11-2020 00:00,30-11-2020 00:00,89.01,32.47,8.1,None,None
30-11-2020 00:00,01-12-2020 00:00,82.02,26.56,7.88,None,None
01-12-2020 00:00,02-12-2020 00:00,85.23,31.71,8.24,None,None
02-12-2020 00:00,03-12-2020 00:00,66.27,33.06,7.75,None,None
03-12-2020 00:00,04-12-2020 00:00,35.83,35.1,7.88,0.19,None
04-12-2020 00:00,05-12-2020 00:00,36.76,39.43,8.06,0.6,None
05-12-2020 00:00,06-12-2020 00:00,23.64,39.93,7.77,0.54,None
06-12-2020 00:00,07-12-2020 00:00,33.7,39.34,7.99,None,None
07-12-2020 00:00,08-12-2020 00:00,28.71,39.85,7.7,None,None
08-12-2020 00:00,09-12-2020 00:00,37.12,40.23,8.32,None,None
09-12-2020 00:00,10-12-2020 00:00,27.85,40.54,7.41,None,None
10-12-2020 00:00,11-12-2020 00:00,27.06,39.57,7.81,None,None
11-12-2020 00:00,12-12-2020 00:00,39.19,40.41,7.67,None,None
12-12-2020 00:00,13-12-2020 00:00,33.9,41.36,7.29,None,None
13-12-2020 00:00,14-12-2020 00:00,37.29,43.05,7.45,None,None
14-12-2020 00:00,15-12-2020 00:00,34.46,38.94,6,None,None
15-12-2020 00:00,16-12-2020 00:00,161.42,38.49,9.27,1.12,None
16-12-2020 00:00,17-12-2020 00:00,113.06,38.94,9.77,1.01,None
17-12-2020 00:00,18-12-2020 00:00,107.95,41.4,9.38,1.01,None
18-12-2020 00:00,19-12-2020 00:00,118.22,41.05,7.74,0.86,None
19-12-2020 00:00,20-12-2020 00:00,82.01,41.05,8.11,1.09,None
20-12-2020 00:00,21-12-2020 00:00,None,40.52,8.14,None,None
21-12-2020 00:00,22-12-2020 00:00,57.21,39.19,7.72,2.83,None
22-12-2020 00:00,23-12-2020 00:00,43.92,38.5,7.42,2.99,None
23-12-2020 00:00,24-12-2020 00:00,41.58,39.71,8.12,None,None
24-12-2020 00:00,25-12-2020 00:00,37.97,42.6,8.01,None,None
25-12-2020 00:00,26-12-2020 00:00,33.29,43.02,7.09,1.67,None
26-12-2020 00:00,27-12-2020 00:00,37.38,41.43,4.06,0.69,None
27-12-2020 00:00,28-12-2020 00:00,None,29.98,6.18,None,None
28-12-2020 00:00,29-12-2020 00:00,28.44,None,6.62,None,None
29-12-2020 00:00,30-12-2020 00:00,28.96,None,6.26,None,None
